,title,price,link
239,MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,16,990",/msi-crosshair-15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-677in-gaming-laptop/p/itm54b59189d32e7?pid=COMGEY8WPVXF7QQY&lid=LSTCOMGEY8WPVXF7QQYLWEXUW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_240&otracker=search&fm=organic&iid=en_fJZZ4RVKWxFXsiYijZriONNeZ1V3tgM4BABO7gFtb7kaOBNFY97oZUdNPBGPZXT96JSbGYu4ezW2%2BhZeRq8q6Q%3D%3D&ppt=None&ppn=None&ssid=biytvtq5dc0000001663390443127&qH=c06ea84a1e3dc3c6
240,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"₹29,990",/infinix-inbook-x1-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itmc853735b3bcae?pid=COMG8Z3HYTJZFF2Z&lid=LSTCOMG8Z3HYTJZFF2ZTYHG57&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_241&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG8Z3HYTJZFF2Z.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
241,acer Aspire 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,"₹25,990",/acer-aspire-3-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm4222966586c4f?pid=COMGGYRHXFUPTDGM&lid=LSTCOMGGYRHXFUPTDGMLFEDRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_242&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGGYRHXFUPTDGM.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
242,HP Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-FQ2071TU Thin and Light Lap...,"₹55,990",/hp-core-i5-11th-gen-8-gb-32-optane-512-ssd-windows-10-home-15s-fq2071tu-thin-light-laptop/p/itmde195b619beee?pid=COMGYSSUDKJKWFES&lid=LSTCOMGYSSUDKJKWFESR2ZDNE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_243&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGYSSUDKJKWFES.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
243,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹3,90,990",/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_244&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESUObWRfy7CVg97Dgm3mbI%2FnwE0G%2FPy5QVYZ9zUNam8UVg%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
244,ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/2 GB Graphic...,"₹56,490",/asus-vivobook-ultra-14-core-i5-10th-gen-8-gb-32-optane-512-ssd-windows-10-home-2-graphics-x413jp-eb522ts-thin-light-laptop/p/itm78a0fd5bd40eb?pid=COMG3682TCWNSGHZ&lid=LSTCOMG3682TCWNSGHZK0EIWK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_245&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG3682TCWNSGHZ.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
245,APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,"₹3,09,990",/apple-2021-macbook-pro-m1-max-32-gb-1-tb-ssd-mac-os-monterey-mk1h3hn-a/p/itmb02d4fba3c131?pid=COMG7X7HJBHPRPSU&lid=LSTCOMG7X7HJBHPRPSUCZ0U5Z&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_246&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG7X7HJBHPRPSU.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
246,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,"₹35,990",/asus-vivobook-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-x415ea-eb342ws-notebook/p/itm398d254bc83ec?pid=COMG9TN5WGUFGZY2&lid=LSTCOMG9TN5WGUFGZY22KOOHN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_247&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG9TN5WGUFGZY2.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
247,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"₹41,990",/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_248&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESUiZFObr4q%2BgpPRQQkPG5VzzksPsYlVK5VaFZJCORrygg%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
248,ASUS VivoBook K15 OLED (2021) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,"₹62,990",/asus-vivobook-k15-oled-2021-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l523ts-thin-light-laptop/p/itmabb4a800c18d0?pid=COMG5NH6HEXAS2Y9&lid=LSTCOMG5NH6HEXAS2Y9APFMCQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_249&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG5NH6HEXAS2Y9.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
249,HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Lap...,"₹55,200",/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14-ec0035au-thin-light-laptop/p/itmf7055ef4f789e?pid=COMG67BXZCXUTPG2&lid=LSTCOMG67BXZCXUTPG2USMKZU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_250&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG67BXZCXUTPG2.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
250,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,"₹99,990",/acer-predator-helios-300-octa-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_251&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGFH8KHCHZBHDQ.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
251,MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,"₹57,990",/msi-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-modern-14-b10mw-659in-thin-light-laptop/p/itmbcbb85feb146e?pid=COMG7GXGMF5QGXGU&lid=LSTCOMG7GXGMF5QGXGUJ3M2IR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_252&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESVIMBQvZC3CRFAekIPehwPoWa6i0ZEHS4ASNGQWH0MyaQ%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
252,HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0212TU 2 in 1 Laptop,"₹49,990",/hp-pavilion-x360-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14-dy0212tu-2-1-laptop/p/itm97bcdb7afc043?pid=COMGFHMBCSTHRYQA&lid=LSTCOMGFHMBCSTHRYQAHAOKEW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_253&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGFHMBCSTHRYQA.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
253,HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop,"₹34,999",/hp-notebook-pc-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-g8-240-thin-light-laptop/p/itm1414fc9733bf6?pid=COMG9XUYCGWGHZTA&lid=LSTCOMG9XUYCGWGHZTAZAHNZS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_254&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG9XUYCGWGHZTA.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
254,ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB521WS Thin and Light Laptop,"₹56,990",/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb521ws-thin-light-laptop/p/itm06e3f923db711?pid=COMGCXD72B65JJE3&lid=LSTCOMGCXD72B65JJE32CKA92&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_255&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGCXD72B65JJE3.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
255,MSI Bravo 15 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 55...,"₹49,990",/msi-bravo-15-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_256&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESXH0ZG2y%2FPMsatNAfLHhrdkSFmylrQn1ZFizZPVFSfdgw%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
256,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹2,01,990",/asus-rog-zephyrus-g15-ryzen-9-octa-core-6900hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-ga503rw-ln066ws-gaming-laptop/p/itmda1640507e5e0?pid=COMGFWCYPVDVM8S3&lid=LSTCOMGFWCYPVDVM8S3X1OXXQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_257&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGFWCYPVDVM8S3.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
257,ASUS Vivobook 15 Ryzen 3 Dual Core Ryzen 3 - 3200U - (8 GB/512 GB SSD/Windows 11 Home) X512DA-BQ313WS ...,"₹36,990",/asus-vivobook-15-ryzen-3-dual-core-3200u-8-gb-512-gb-ssd-windows-11-home-x512da-bq313ws-thin-light-laptop/p/itmacfd19ac518de?pid=COMGEVHYQP9HQZ4U&lid=LSTCOMGEVHYQP9HQZ4UDIXK0O&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_258&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGEVHYQP9HQZ4U.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
258,DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Lapto...,"₹40,890",/dell-vostro-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-3400-vostro-3401-thin-light-laptop/p/itm40ba6fee8f22c?pid=COMGFZXGYZSFCFQD&lid=LSTCOMGFZXGYZSFCFQD7THSPP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_259&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGFZXGYZSFCFQD.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
259,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹59,990",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWRJPFSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_260&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESVq3XmEMDA3vHqjaKzIPcSDTkMYE553525eIjqAPPPn1A%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
260,APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,"₹1,32,900",/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j006kd/p/itm57dd82a9cdd4d?pid=COMG9UD4HGY4GFAV&lid=LSTCOMG9UD4HGY4GFAVQ92BTZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_261&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMG9UD4HGY4GFAV.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
261,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹29,990",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itme797ac68fb8d4?pid=COMGEHP5YYHCEMSD&lid=LSTCOMGEHP5YYHCEMSDULJYG7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_262&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGEHP5YYHCEMSD.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
262,MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹67,990",/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-867in-gaming-laptop/p/itm4e86e31b8e273?pid=COMGEY8WQXQVBTZB&lid=LSTCOMGEY8WQXQVBTZBXBQHFX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_263&otracker=search&fm=organic&iid=7b182a53-d470-4e47-a79c-3ad66a59f98d.COMGEY8WQXQVBTZB.SEARCH&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
263,MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,16,990",/msi-crosshair-15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-677in-gaming-laptop/p/itm54b59189d32e7?pid=COMGEY8WPVXF7QQY&lid=LSTCOMGEY8WPVXF7QQYLWEXUW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_264&otracker=search&fm=organic&iid=en_YsoybQRzGmymj4DMDw9VKY%2BNxlj6TLsEsnQ2GkHDESVvvD99%2BYlipeuitmw4ejiY6JSbGYu4ezW2%2BhZeRq8q6Q%3D%3D&ppt=None&ppn=None&ssid=l4y1kfyoc00000001663390445019&qH=c06ea84a1e3dc3c6
264,Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹53,490",/lenovo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itmc46f05f0ab850?pid=COMGHMH6E26ZGKGJ&lid=LSTCOMGHMH6E26ZGKGJLXOV5P&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_265&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGHMH6E26ZGKGJ.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
265,ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512WS Th...,"₹46,990",/asus-vivobook-14-2021-ryzen-7-quad-core-3700u-16-gb-512-gb-ssd-windows-11-home-m415da-eb512ws-thin-light-laptop/p/itm111b016e68725?pid=COMGCG2GDC5RZZNX&lid=LSTCOMGCG2GDC5RZZNXYTRZ0J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_266&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGCG2GDC5RZZNX.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
266,MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹84,990",/msi-katana-gf66-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-12ud-472in-gaming-laptop/p/itm0f7beb23c3a47?pid=COMGEY8WAEQYU5ZP&lid=LSTCOMGEY8WAEQYU5ZPXVBGRT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_267&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGEY8WAEQYU5ZP.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
267,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"₹41,990",/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_268&otracker=search&fm=organic&iid=en_fMQ23uuwintMJl6KM8F474sRH3YHBakTZ8%2Bnt408Xq8cit0kpmyk6OX74FCo8d6%2FzksPsYlVK5VaFZJCORrygg%3D%3D&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
268,ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 ...,"₹1,04,990",/asus-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-m7400qe-km046ws-creator-laptop/p/itm0c830f78ddd09?pid=COMGAD9VSUUCZFD8&lid=LSTCOMGAD9VSUUCZFD8JLCCOF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_269&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGAD9VSUUCZFD8.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
269,Lenovo Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"₹70,990",/lenovo-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itmf28f0f61d1438?pid=COMGHMH6KT4YYCZV&lid=LSTCOMGHMH6KT4YYCZVSMRVHB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_270&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGHMH6KT4YYCZV.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
270,ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX501WS Thin a...,"₹99,990",/asus-zenbook-s-13-ryzen-5-hexa-core-6600u-16-gb-512-gb-ssd-windows-11-home-um5302ta-lx501ws-thin-light-laptop/p/itma0602894a9bed?pid=COMGF3324VCUJTUF&lid=LSTCOMGF3324VCUJTUF4ORQKL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_271&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGF3324VCUJTUF.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
271,MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,"₹57,990",/msi-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-modern-14-b10mw-659in-thin-light-laptop/p/itmbcbb85feb146e?pid=COMG7GXGMF5QGXGU&lid=LSTCOMG7GXGMF5QGXGUJ3M2IR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_272&otracker=search&fm=organic&iid=en_fMQ23uuwintMJl6KM8F474sRH3YHBakTZ8%2Bnt408Xq81IbspwHZ4ulleiiOO%2Ftk4Wa6i0ZEHS4ASNGQWH0MyaQ%3D%3D&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
272,DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,"₹54,490",/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-5410-2-1-laptop/p/itmd6965481fc0fc?pid=COMG9NYD9VSYJ8AR&lid=LSTCOMG9NYD9VSYJ8AR8MADZT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_273&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMG9NYD9VSYJ8AR.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
273,ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX502WS Thin a...,"₹99,990",/asus-zenbook-s-13-ryzen-5-hexa-core-6600u-16-gb-512-gb-ssd-windows-11-home-um5302ta-lx502ws-thin-light-laptop/p/itm6fb9f5c34094d?pid=COMGF3322GCZTZZR&lid=LSTCOMGF3322GCZTZZRAAQH31&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_274&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGF3322GCZTZZR.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
274,ASUS Zenbook S 13 Ryzen 7 Octa Core 6800U - (16 GB/1 TB SSD/Windows 11 Home) UM5302TA-LX702WS Thin and...,"₹1,19,990",/asus-zenbook-s-13-ryzen-7-octa-core-6800u-16-gb-1-tb-ssd-windows-11-home-um5302ta-lx702ws-thin-light-laptop/p/itm80b61b57cb2fa?pid=COMGF332FDZZYAGS&lid=LSTCOMGF332FDZZYAGSKOGMJD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_275&otracker=search&fm=organic&iid=ce97f0e2-ca95-417d-874e-84efe7f13c90.COMGF332FDZZYAGS.SEARCH&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
275,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹3,90,990",/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_276&otracker=search&fm=organic&iid=en_fMQ23uuwintMJl6KM8F474sRH3YHBakTZ8%2Bnt408Xq9q5d92ds81dNsU3uzhDBNuwE0G%2FPy5QVYZ9zUNam8UVg%3D%3D&ppt=None&ppn=None&ssid=bfoy6b1u0w0000001663390446000&qH=c06ea84a1e3dc3c6
